Date,Site,Count,match,Year
2021-01-12,N - Deem Hills - East - 39th Ave TH,167.0,Deem Hills,2021
2021-01-12,N - Deem Hills - West - 51st Ave TH,133.0,Deem Hills,2021
2021-01-12,N - Lookout Mountain - 306 - North Side TH,492.0,Lookout Mountain,2021
2021-01-12,N - North Mountain - 44-Tower Road,1214.0,North Mountain Shaw Butte,2021
2021-01-12,South Mountain- Desert Classic Trail,176.0,South Mountain,2021
2021-01-12,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-12,South Mountain-Hau'Pal,178.0,South Mountain,2021
2021-01-12,South Mountain-Holbert Trail,70.0,South Mountain,2021
2021-01-12,South Mountain-Judith Tunell Trail,40.0,South Mountain,2021
2021-01-12,South Mountain-Kiwanis Trail ,109.0,South Mountain,2021
2021-01-12,South Mountain-Ma-Ha-Tuak Perimeter,34.0,South Mountain,2021
2021-01-12,South Mountain-Mormon Trail,359.0,South Mountain,2021
2021-01-12,South Mountain-Pima Dirt Rd. ,925.0,South Mountain,2021
2021-01-12,South Mountain-Pima West Loop,588.0,South Mountain,2021
2021-01-12,South Mountain-Telegraph Pass Trail,261.0,South Mountain,2021
2021-01-13,E - Camelback - Cholla Trail ,0.0,Echo Canyon Camelback Mountain,2021
2021-01-13,E - Camelback - Echo Canyon Trail,902.0,Echo Canyon Camelback Mountain,2021
2021-01-13,E - PMP - Piestewa Summit Trail,1314.0,Piestewa Peak,2021
2021-01-13,N - 25th St. and Acoma-Shadow Mtn N,62.0,Shadow Mountain,2021
2021-01-13,N - Deem Hills - East - 39th Ave TH,114.0,Deem Hills,2021
2021-01-13,N - Deem Hills - West - 51st Ave TH,138.0,Deem Hills,2021
2021-01-13,N - Lookout Mountain - 306 - North Side TH,408.0,Lookout Mountain,2021
2021-01-13,N - North Mountain - 44-Tower Road,1096.0,North Mountain Shaw Butte,2021
2021-01-13,South Mountain- Desert Classic Trail,200.0,South Mountain,2021
2021-01-13,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-13,South Mountain-Hau'Pal,161.0,South Mountain,2021
2021-01-13,South Mountain-Holbert Trail,74.0,South Mountain,2021
2021-01-13,South Mountain-Judith Tunell Trail,26.0,South Mountain,2021
2021-01-13,South Mountain-Kiwanis Trail ,96.0,South Mountain,2021
2021-01-13,South Mountain-Ma-Ha-Tuak Perimeter,39.0,South Mountain,2021
2021-01-13,South Mountain-Mormon Trail,367.0,South Mountain,2021
2021-01-13,South Mountain-Pima Dirt Rd. ,896.0,South Mountain,2021
2021-01-13,South Mountain-Pima West Loop,639.0,South Mountain,2021
2021-01-13,South Mountain-Telegraph Pass Trail,237.0,South Mountain,2021
2021-01-14,E - Camelback - Cholla Trail ,0.0,Echo Canyon Camelback Mountain,2021
2021-01-14,E - Camelback - Echo Canyon Trail,954.0,Echo Canyon Camelback Mountain,2021
2021-01-14,E - PMP - Piestewa Summit Trail,1269.0,Piestewa Peak,2021
2021-01-14,N - 25th St. and Acoma-Shadow Mtn N,60.0,Shadow Mountain,2021
2021-01-14,N - Deem Hills - East - 39th Ave TH,95.0,Deem Hills,2021
2021-01-14,N - Deem Hills - West - 51st Ave TH,130.0,Deem Hills,2021
2021-01-14,N - Lookout Mountain - 306 - North Side TH,435.0,Lookout Mountain,2021
2021-01-14,N - North Mountain - 44-Tower Road,1105.0,North Mountain Shaw Butte,2021
2021-01-14,South Mountain- Desert Classic Trail,179.0,South Mountain,2021
2021-01-14,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-14,South Mountain-Hau'Pal,185.0,South Mountain,2021
2021-01-14,South Mountain-Holbert Trail,86.0,South Mountain,2021
2021-01-14,South Mountain-Judith Tunell Trail,32.0,South Mountain,2021
2021-01-14,South Mountain-Kiwanis Trail ,68.0,South Mountain,2021
2021-01-14,South Mountain-Ma-Ha-Tuak Perimeter,49.0,South Mountain,2021
2021-01-14,South Mountain-Mormon Trail,336.0,South Mountain,2021
2021-01-14,South Mountain-Pima Dirt Rd. ,908.0,South Mountain,2021
2021-01-14,South Mountain-Pima West Loop,616.0,South Mountain,2021
2021-01-14,South Mountain-Telegraph Pass Trail,252.0,South Mountain,2021
2021-01-15,E - Camelback - Cholla Trail ,0.0,Echo Canyon Camelback Mountain,2021
2021-01-15,E - Camelback - Echo Canyon Trail,1336.0,Echo Canyon Camelback Mountain,2021
2021-01-15,E - PMP - Piestewa Summit Trail,1441.0,Piestewa Peak,2021
2021-01-15,N - 25th St. and Acoma-Shadow Mtn N,67.0,Shadow Mountain,2021
2021-01-15,N - Deem Hills - East - 39th Ave TH,147.0,Deem Hills,2021
2021-01-15,N - Deem Hills - West - 51st Ave TH,124.0,Deem Hills,2021
2021-01-15,N - Lookout Mountain - 306 - North Side TH,558.0,Lookout Mountain,2021
2021-01-15,N - North Mountain - 44-Tower Road,993.0,North Mountain Shaw Butte,2021
2021-01-15,South Mountain- Desert Classic Trail,183.0,South Mountain,2021
2021-01-15,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-15,South Mountain-Hau'Pal,148.0,South Mountain,2021
2021-01-15,South Mountain-Holbert Trail,86.0,South Mountain,2021
2021-01-15,South Mountain-Judith Tunell Trail,27.0,South Mountain,2021
2021-01-15,South Mountain-Kiwanis Trail ,86.0,South Mountain,2021
2021-01-15,South Mountain-Ma-Ha-Tuak Perimeter,53.0,South Mountain,2021
2021-01-15,South Mountain-Mormon Trail,449.0,South Mountain,2021
2021-01-15,South Mountain-Pima Dirt Rd. ,1101.0,South Mountain,2021
2021-01-15,South Mountain-Pima West Loop,740.0,South Mountain,2021
2021-01-15,South Mountain-Telegraph Pass Trail,299.0,South Mountain,2021
2021-01-16,E - Camelback - Cholla Trail ,0.0,Echo Canyon Camelback Mountain,2021
2021-01-16,E - Camelback - Echo Canyon Trail,1706.0,Echo Canyon Camelback Mountain,2021
2021-01-16,E - PMP - Piestewa Summit Trail,2172.0,Piestewa Peak,2021
2021-01-16,N - 25th St. and Acoma-Shadow Mtn N,123.0,Shadow Mountain,2021
2021-01-16,N - Deem Hills - East - 39th Ave TH,198.0,Deem Hills,2021
2021-01-16,N - Deem Hills - West - 51st Ave TH,277.0,Deem Hills,2021
2021-01-16,N - Lookout Mountain - 306 - North Side TH,784.0,Lookout Mountain,2021
2021-01-16,N - North Mountain - 44-Tower Road,1725.0,North Mountain Shaw Butte,2021
2021-01-16,South Mountain- Desert Classic Trail,354.0,South Mountain,2021
2021-01-16,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-16,South Mountain-Hau'Pal,255.0,South Mountain,2021
2021-01-16,South Mountain-Holbert Trail,332.0,South Mountain,2021
2021-01-16,South Mountain-Judith Tunell Trail,114.0,South Mountain,2021
2021-01-16,South Mountain-Kiwanis Trail ,247.0,South Mountain,2021
2021-01-16,South Mountain-Ma-Ha-Tuak Perimeter,102.0,South Mountain,2021
2021-01-16,South Mountain-Mormon Trail,1050.0,South Mountain,2021
2021-01-16,South Mountain-Pima Dirt Rd. ,1775.0,South Mountain,2021
2021-01-16,South Mountain-Pima West Loop,1149.0,South Mountain,2021
2021-01-16,South Mountain-Telegraph Pass Trail,591.0,South Mountain,2021
2021-01-17,E - Camelback - Cholla Trail ,0.0,Echo Canyon Camelback Mountain,2021
2021-01-17,E - Camelback - Echo Canyon Trail,1554.0,Echo Canyon Camelback Mountain,2021
2021-01-17,E - PMP - Piestewa Summit Trail,2017.0,Piestewa Peak,2021
2021-01-17,N - 25th St. and Acoma-Shadow Mtn N,139.0,Shadow Mountain,2021
2021-01-17,N - Deem Hills - East - 39th Ave TH,206.0,Deem Hills,2021
2021-01-17,N - Deem Hills - West - 51st Ave TH,274.0,Deem Hills,2021
2021-01-17,N - Lookout Mountain - 306 - North Side TH,826.0,Lookout Mountain,2021
2021-01-17,N - North Mountain - 44-Tower Road,1739.0,North Mountain Shaw Butte,2021
2021-01-17,South Mountain- Desert Classic Trail,381.0,South Mountain,2021
2021-01-17,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-17,South Mountain-Hau'Pal,278.0,South Mountain,2021
2021-01-17,South Mountain-Holbert Trail,263.0,South Mountain,2021
2021-01-17,South Mountain-Judith Tunell Trail,133.0,South Mountain,2021
2021-01-17,South Mountain-Kiwanis Trail ,248.0,South Mountain,2021
2021-01-17,South Mountain-Ma-Ha-Tuak Perimeter,99.0,South Mountain,2021
2021-01-17,South Mountain-Mormon Trail,1119.0,South Mountain,2021
2021-01-17,South Mountain-Pima Dirt Rd. ,1816.0,South Mountain,2021
2021-01-17,South Mountain-Pima West Loop,1176.0,South Mountain,2021
2021-01-17,South Mountain-Telegraph Pass Trail,560.0,South Mountain,2021
2021-01-18,E - Camelback - Cholla Trail ,0.0,Echo Canyon Camelback Mountain,2021
2021-01-18,E - Camelback - Echo Canyon Trail,1347.0,Echo Canyon Camelback Mountain,2021
2021-01-18,E - PMP - Piestewa Summit Trail,1923.0,Piestewa Peak,2021
2021-01-18,N - 25th St. and Acoma-Shadow Mtn N,99.0,Shadow Mountain,2021
2021-01-18,N - Deem Hills - East - 39th Ave TH,163.0,Deem Hills,2021
2021-01-18,N - Deem Hills - West - 51st Ave TH,241.0,Deem Hills,2021
2021-01-18,N - Lookout Mountain - 306 - North Side TH,,Lookout Mountain,2021
2021-01-18,N - North Mountain - 44-Tower Road,1610.0,North Mountain Shaw Butte,2021
2021-01-18,South Mountain- Desert Classic Trail,301.0,South Mountain,2021
2021-01-18,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-18,South Mountain-Hau'Pal,294.0,South Mountain,2021
2021-01-18,South Mountain-Holbert Trail,235.0,South Mountain,2021
2021-01-18,South Mountain-Judith Tunell Trail,68.0,South Mountain,2021
2021-01-18,South Mountain-Kiwanis Trail ,220.0,South Mountain,2021
2021-01-18,South Mountain-Ma-Ha-Tuak Perimeter,79.0,South Mountain,2021
2021-01-18,South Mountain-Mormon Trail,855.0,South Mountain,2021
2021-01-18,South Mountain-Pima Dirt Rd. ,1673.0,South Mountain,2021
2021-01-18,South Mountain-Pima West Loop,1054.0,South Mountain,2021
2021-01-18,South Mountain-Telegraph Pass Trail,507.0,South Mountain,2021
2021-01-19,E - Camelback - Cholla Trail ,4.0,Echo Canyon Camelback Mountain,2021
2021-01-19,E - Camelback - Echo Canyon Trail,715.0,Echo Canyon Camelback Mountain,2021
2021-01-19,E - PMP - Piestewa Summit Trail,886.0,Piestewa Peak,2021
2021-01-19,N - 25th St. and Acoma-Shadow Mtn N,45.0,Shadow Mountain,2021
2021-01-19,N - Deem Hills - East - 39th Ave TH,63.0,Deem Hills,2021
2021-01-19,N - Deem Hills - West - 51st Ave TH,63.0,Deem Hills,2021
2021-01-19,N - Lookout Mountain - 306 - North Side TH,,Lookout Mountain,2021
2021-01-19,N - North Mountain - 44-Tower Road,738.0,North Mountain Shaw Butte,2021
2021-01-19,South Mountain- Desert Classic Trail,105.0,South Mountain,2021
2021-01-19,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-19,South Mountain-Hau'Pal,153.0,South Mountain,2021
2021-01-19,South Mountain-Holbert Trail,67.0,South Mountain,2021
2021-01-19,South Mountain-Judith Tunell Trail,26.0,South Mountain,2021
2021-01-19,South Mountain-Kiwanis Trail ,96.0,South Mountain,2021
2021-01-19,South Mountain-Ma-Ha-Tuak Perimeter,44.0,South Mountain,2021
2021-01-19,South Mountain-Mormon Trail,212.0,South Mountain,2021
2021-01-19,South Mountain-Pima Dirt Rd. ,714.0,South Mountain,2021
2021-01-19,South Mountain-Pima West Loop,292.0,South Mountain,2021
2021-01-19,South Mountain-Telegraph Pass Trail,161.0,South Mountain,2021
2021-01-20,E - Camelback - Cholla Trail ,8.0,Echo Canyon Camelback Mountain,2021
2021-01-20,E - Camelback - Echo Canyon Trail,867.0,Echo Canyon Camelback Mountain,2021
2021-01-20,E - PMP - Piestewa Summit Trail,1313.0,Piestewa Peak,2021
2021-01-20,N - 25th St. and Acoma-Shadow Mtn N,48.0,Shadow Mountain,2021
2021-01-20,N - Deem Hills - East - 39th Ave TH,106.0,Deem Hills,2021
2021-01-20,N - Deem Hills - West - 51st Ave TH,133.0,Deem Hills,2021
2021-01-20,N - Lookout Mountain - 306 - North Side TH,428.0,Lookout Mountain,2021
2021-01-20,N - North Mountain - 44-Tower Road,912.0,North Mountain Shaw Butte,2021
2021-01-20,South Mountain- Desert Classic Trail,188.0,South Mountain,2021
2021-01-20,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-20,South Mountain-Hau'Pal,223.0,South Mountain,2021
2021-01-20,South Mountain-Holbert Trail,111.0,South Mountain,2021
2021-01-20,South Mountain-Judith Tunell Trail,18.0,South Mountain,2021
2021-01-20,South Mountain-Kiwanis Trail ,114.0,South Mountain,2021
2021-01-20,South Mountain-Ma-Ha-Tuak Perimeter,75.0,South Mountain,2021
2021-01-20,South Mountain-Mormon Trail,272.0,South Mountain,2021
2021-01-20,South Mountain-Pima Dirt Rd. ,945.0,South Mountain,2021
2021-01-20,South Mountain-Pima West Loop,499.0,South Mountain,2021
2021-01-20,South Mountain-Telegraph Pass Trail,238.0,South Mountain,2021
2021-01-21,E - Camelback - Cholla Trail ,4.0,Echo Canyon Camelback Mountain,2021
2021-01-21,E - Camelback - Echo Canyon Trail,759.0,Echo Canyon Camelback Mountain,2021
2021-01-21,E - PMP - Piestewa Summit Trail,1139.0,Piestewa Peak,2021
2021-01-21,N - 25th St. and Acoma-Shadow Mtn N,56.0,Shadow Mountain,2021
2021-01-21,N - Deem Hills - East - 39th Ave TH,105.0,Deem Hills,2021
2021-01-21,N - Deem Hills - West - 51st Ave TH,95.0,Deem Hills,2021
2021-01-21,N - Lookout Mountain - 306 - North Side TH,518.0,Lookout Mountain,2021
2021-01-21,N - North Mountain - 44-Tower Road,938.0,North Mountain Shaw Butte,2021
2021-01-21,South Mountain- Desert Classic Trail,170.0,South Mountain,2021
2021-01-21,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-21,South Mountain-Hau'Pal,224.0,South Mountain,2021
2021-01-21,South Mountain-Holbert Trail,85.0,South Mountain,2021
2021-01-21,South Mountain-Judith Tunell Trail,16.0,South Mountain,2021
2021-01-21,South Mountain-Kiwanis Trail ,75.0,South Mountain,2021
2021-01-21,South Mountain-Ma-Ha-Tuak Perimeter,61.0,South Mountain,2021
2021-01-21,South Mountain-Mormon Trail,267.0,South Mountain,2021
2021-01-21,South Mountain-Pima Dirt Rd. ,936.0,South Mountain,2021
2021-01-21,South Mountain-Pima West Loop,445.0,South Mountain,2021
2021-01-21,South Mountain-Telegraph Pass Trail,258.0,South Mountain,2021
2021-01-22,E - Camelback - Cholla Trail ,15.0,Echo Canyon Camelback Mountain,2021
2021-01-22,E - Camelback - Echo Canyon Trail,1208.0,Echo Canyon Camelback Mountain,2021
2021-01-22,E - PMP - Piestewa Summit Trail,1382.0,Piestewa Peak,2021
2021-01-22,N - 25th St. and Acoma-Shadow Mtn N,71.0,Shadow Mountain,2021
2021-01-22,N - Deem Hills - East - 39th Ave TH,113.0,Deem Hills,2021
2021-01-22,N - Deem Hills - West - 51st Ave TH,134.0,Deem Hills,2021
2021-01-22,N - Lookout Mountain - 306 - North Side TH,404.0,Lookout Mountain,2021
2021-01-22,N - North Mountain - 44-Tower Road,854.0,North Mountain Shaw Butte,2021
2021-01-22,South Mountain- Desert Classic Trail,175.0,South Mountain,2021
2021-01-22,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-22,South Mountain-Hau'Pal,174.0,South Mountain,2021
2021-01-22,South Mountain-Holbert Trail,124.0,South Mountain,2021
2021-01-22,South Mountain-Judith Tunell Trail,14.0,South Mountain,2021
2021-01-22,South Mountain-Kiwanis Trail ,103.0,South Mountain,2021
2021-01-22,South Mountain-Ma-Ha-Tuak Perimeter,54.0,South Mountain,2021
2021-01-22,South Mountain-Mormon Trail,263.0,South Mountain,2021
2021-01-22,South Mountain-Pima Dirt Rd. ,990.0,South Mountain,2021
2021-01-22,South Mountain-Pima West Loop,469.0,South Mountain,2021
2021-01-22,South Mountain-Telegraph Pass Trail,279.0,South Mountain,2021
2021-01-23,E - Camelback - Cholla Trail ,0.0,Echo Canyon Camelback Mountain,2021
2021-01-23,E - Camelback - Echo Canyon Trail,1434.0,Echo Canyon Camelback Mountain,2021
2021-01-23,E - PMP - Piestewa Summit Trail,1994.0,Piestewa Peak,2021
2021-01-23,N - 25th St. and Acoma-Shadow Mtn N,55.0,Shadow Mountain,2021
2021-01-23,N - Deem Hills - East - 39th Ave TH,152.0,Deem Hills,2021
2021-01-23,N - Deem Hills - West - 51st Ave TH,198.0,Deem Hills,2021
2021-01-23,N - Lookout Mountain - 306 - North Side TH,610.0,Lookout Mountain,2021
2021-01-23,N - North Mountain - 44-Tower Road,1324.0,North Mountain Shaw Butte,2021
2021-01-23,South Mountain- Desert Classic Trail,362.0,South Mountain,2021
2021-01-23,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-23,South Mountain-Hau'Pal,312.0,South Mountain,2021
2021-01-23,South Mountain-Holbert Trail,250.0,South Mountain,2021
2021-01-23,South Mountain-Judith Tunell Trail,21.0,South Mountain,2021
2021-01-23,South Mountain-Kiwanis Trail ,230.0,South Mountain,2021
2021-01-23,South Mountain-Ma-Ha-Tuak Perimeter,76.0,South Mountain,2021
2021-01-23,South Mountain-Mormon Trail,561.0,South Mountain,2021
2021-01-23,South Mountain-Pima Dirt Rd. ,1507.0,South Mountain,2021
2021-01-23,South Mountain-Pima West Loop,665.0,South Mountain,2021
2021-01-23,South Mountain-Telegraph Pass Trail,479.0,South Mountain,2021
2021-01-24,E - Camelback - Cholla Trail ,0.0,Echo Canyon Camelback Mountain,2021
2021-01-24,E - Camelback - Echo Canyon Trail,460.0,Echo Canyon Camelback Mountain,2021
2021-01-24,E - PMP - Piestewa Summit Trail,803.0,Piestewa Peak,2021
2021-01-24,N - 25th St. and Acoma-Shadow Mtn N,33.0,Shadow Mountain,2021
2021-01-24,N - Deem Hills - East - 39th Ave TH,121.0,Deem Hills,2021
2021-01-24,N - Deem Hills - West - 51st Ave TH,104.0,Deem Hills,2021
2021-01-24,N - Lookout Mountain - 306 - North Side TH,389.0,Lookout Mountain,2021
2021-01-24,N - North Mountain - 44-Tower Road,848.0,North Mountain Shaw Butte,2021
2021-01-24,South Mountain- Desert Classic Trail,218.0,South Mountain,2021
2021-01-24,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-24,South Mountain-Hau'Pal,211.0,South Mountain,2021
2021-01-24,South Mountain-Holbert Trail,352.0,South Mountain,2021
2021-01-24,South Mountain-Judith Tunell Trail,65.0,South Mountain,2021
2021-01-24,South Mountain-Kiwanis Trail ,34.0,South Mountain,2021
2021-01-24,South Mountain-Ma-Ha-Tuak Perimeter,45.0,South Mountain,2021
2021-01-24,South Mountain-Mormon Trail,247.0,South Mountain,2021
2021-01-24,South Mountain-Pima Dirt Rd. ,771.0,South Mountain,2021
2021-01-24,South Mountain-Pima West Loop,356.0,South Mountain,2021
2021-01-24,South Mountain-Telegraph Pass Trail,207.0,South Mountain,2021
2021-01-25,E - Camelback - Cholla Trail ,6.0,Echo Canyon Camelback Mountain,2021
2021-01-25,E - Camelback - Echo Canyon Trail,203.0,Echo Canyon Camelback Mountain,2021
2021-01-25,E - PMP - Piestewa Summit Trail,362.0,Piestewa Peak,2021
2021-01-25,N - 25th St. and Acoma-Shadow Mtn N,33.0,Shadow Mountain,2021
2021-01-25,N - Deem Hills - East - 39th Ave TH,23.0,Deem Hills,2021
2021-01-25,N - Deem Hills - West - 51st Ave TH,20.0,Deem Hills,2021
2021-01-25,N - Lookout Mountain - 306 - North Side TH,129.0,Lookout Mountain,2021
2021-01-25,N - North Mountain - 44-Tower Road,381.0,North Mountain Shaw Butte,2021
2021-01-25,South Mountain- Desert Classic Trail,36.0,South Mountain,2021
2021-01-25,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-25,South Mountain-Hau'Pal,82.0,South Mountain,2021
2021-01-25,South Mountain-Holbert Trail,14.0,South Mountain,2021
2021-01-25,South Mountain-Judith Tunell Trail,7.0,South Mountain,2021
2021-01-25,South Mountain-Kiwanis Trail ,35.0,South Mountain,2021
2021-01-25,South Mountain-Ma-Ha-Tuak Perimeter,21.0,South Mountain,2021
2021-01-25,South Mountain-Mormon Trail,92.0,South Mountain,2021
2021-01-25,South Mountain-Pima Dirt Rd. ,291.0,South Mountain,2021
2021-01-25,South Mountain-Pima West Loop,141.0,South Mountain,2021
2021-01-25,South Mountain-Telegraph Pass Trail,79.0,South Mountain,2021
2021-01-26,E - Camelback - Cholla Trail ,4.0,Echo Canyon Camelback Mountain,2021
2021-01-26,E - Camelback - Echo Canyon Trail,458.0,Echo Canyon Camelback Mountain,2021
2021-01-26,E - PMP - Piestewa Summit Trail,649.0,Piestewa Peak,2021
2021-01-26,N - 25th St. and Acoma-Shadow Mtn N,45.0,Shadow Mountain,2021
2021-01-26,N - Deem Hills - East - 39th Ave TH,69.0,Deem Hills,2021
2021-01-26,N - Deem Hills - West - 51st Ave TH,52.0,Deem Hills,2021
2021-01-26,N - Lookout Mountain - 306 - North Side TH,252.0,Lookout Mountain,2021
2021-01-26,N - North Mountain - 44-Tower Road,656.0,North Mountain Shaw Butte,2021
2021-01-26,South Mountain- Desert Classic Trail,129.0,South Mountain,2021
2021-01-26,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-26,South Mountain-Hau'Pal,132.0,South Mountain,2021
2021-01-26,South Mountain-Holbert Trail,40.0,South Mountain,2021
2021-01-26,South Mountain-Judith Tunell Trail,20.0,South Mountain,2021
2021-01-26,South Mountain-Kiwanis Trail ,73.0,South Mountain,2021
2021-01-26,South Mountain-Ma-Ha-Tuak Perimeter,20.0,South Mountain,2021
2021-01-26,South Mountain-Mormon Trail,184.0,South Mountain,2021
2021-01-26,South Mountain-Pima Dirt Rd. ,590.0,South Mountain,2021
2021-01-26,South Mountain-Pima West Loop,284.0,South Mountain,2021
2021-01-26,South Mountain-Telegraph Pass Trail,121.0,South Mountain,2021
2021-01-27,E - Camelback - Cholla Trail ,12.0,Echo Canyon Camelback Mountain,2021
2021-01-27,E - Camelback - Echo Canyon Trail,722.0,Echo Canyon Camelback Mountain,2021
2021-01-27,E - PMP - Piestewa Summit Trail,1212.0,Piestewa Peak,2021
2021-01-27,N - 25th St. and Acoma-Shadow Mtn N,55.0,Shadow Mountain,2021
2021-01-27,N - Deem Hills - East - 39th Ave TH,122.0,Deem Hills,2021
2021-01-27,N - Deem Hills - West - 51st Ave TH,129.0,Deem Hills,2021
2021-01-27,N - Lookout Mountain - 306 - North Side TH,487.0,Lookout Mountain,2021
2021-01-27,N - North Mountain - 44-Tower Road,1070.0,North Mountain Shaw Butte,2021
2021-01-27,South Mountain- Desert Classic Trail,287.0,South Mountain,2021
2021-01-27,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-27,South Mountain-Hau'Pal,181.0,South Mountain,2021
2021-01-27,South Mountain-Holbert Trail,83.0,South Mountain,2021
2021-01-27,South Mountain-Judith Tunell Trail,31.0,South Mountain,2021
2021-01-27,South Mountain-Kiwanis Trail ,71.0,South Mountain,2021
2021-01-27,South Mountain-Ma-Ha-Tuak Perimeter,47.0,South Mountain,2021
2021-01-27,South Mountain-Mormon Trail,382.0,South Mountain,2021
2021-01-27,South Mountain-Pima Dirt Rd. ,937.0,South Mountain,2021
2021-01-27,South Mountain-Pima West Loop,621.0,South Mountain,2021
2021-01-27,South Mountain-Telegraph Pass Trail,242.0,South Mountain,2021
2021-01-28,E - Camelback - Cholla Trail ,7.0,Echo Canyon Camelback Mountain,2021
2021-01-28,E - Camelback - Echo Canyon Trail,826.0,Echo Canyon Camelback Mountain,2021
2021-01-28,E - PMP - Piestewa Summit Trail,1141.0,Piestewa Peak,2021
2021-01-28,N - 25th St. and Acoma-Shadow Mtn N,62.0,Shadow Mountain,2021
2021-01-28,N - Deem Hills - East - 39th Ave TH,140.0,Deem Hills,2021
2021-01-28,N - Deem Hills - West - 51st Ave TH,102.0,Deem Hills,2021
2021-01-28,N - Lookout Mountain - 306 - North Side TH,467.0,Lookout Mountain,2021
2021-01-28,N - North Mountain - 44-Tower Road,1057.0,North Mountain Shaw Butte,2021
2021-01-28,South Mountain- Desert Classic Trail,218.0,South Mountain,2021
2021-01-28,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-28,South Mountain-Hau'Pal,173.0,South Mountain,2021
2021-01-28,South Mountain-Holbert Trail,67.0,South Mountain,2021
2021-01-28,South Mountain-Judith Tunell Trail,31.0,South Mountain,2021
2021-01-28,South Mountain-Kiwanis Trail ,82.0,South Mountain,2021
2021-01-28,South Mountain-Ma-Ha-Tuak Perimeter,45.0,South Mountain,2021
2021-01-28,South Mountain-Mormon Trail,311.0,South Mountain,2021
2021-01-28,South Mountain-Pima Dirt Rd. ,982.0,South Mountain,2021
2021-01-28,South Mountain-Pima West Loop,579.0,South Mountain,2021
2021-01-28,South Mountain-Telegraph Pass Trail,250.0,South Mountain,2021
2021-01-29,E - Camelback - Cholla Trail ,9.0,Echo Canyon Camelback Mountain,2021
2021-01-29,E - Camelback - Echo Canyon Trail,922.0,Echo Canyon Camelback Mountain,2021
2021-01-29,E - PMP - Piestewa Summit Trail,830.0,Piestewa Peak,2021
2021-01-29,N - 25th St. and Acoma-Shadow Mtn N,32.0,Shadow Mountain,2021
2021-01-29,N - Deem Hills - East - 39th Ave TH,64.0,Deem Hills,2021
2021-01-29,N - Deem Hills - West - 51st Ave TH,70.0,Deem Hills,2021
2021-01-29,N - Lookout Mountain - 306 - North Side TH,276.0,Lookout Mountain,2021
2021-01-29,N - North Mountain - 44-Tower Road,647.0,North Mountain Shaw Butte,2021
2021-01-29,South Mountain- Desert Classic Trail,209.0,South Mountain,2021
2021-01-29,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-29,South Mountain-Hau'Pal,146.0,South Mountain,2021
2021-01-29,South Mountain-Holbert Trail,65.0,South Mountain,2021
2021-01-29,South Mountain-Judith Tunell Trail,13.0,South Mountain,2021
2021-01-29,South Mountain-Kiwanis Trail ,42.0,South Mountain,2021
2021-01-29,South Mountain-Ma-Ha-Tuak Perimeter,38.0,South Mountain,2021
2021-01-29,South Mountain-Mormon Trail,239.0,South Mountain,2021
2021-01-29,South Mountain-Pima Dirt Rd. ,655.0,South Mountain,2021
2021-01-29,South Mountain-Pima West Loop,463.0,South Mountain,2021
2021-01-29,South Mountain-Telegraph Pass Trail,194.0,South Mountain,2021
2021-01-30,E - Camelback - Cholla Trail ,0.0,Echo Canyon Camelback Mountain,2021
2021-01-30,E - Camelback - Echo Canyon Trail,1412.0,Echo Canyon Camelback Mountain,2021
2021-01-30,E - PMP - Piestewa Summit Trail,1919.0,Piestewa Peak,2021
2021-01-30,N - 25th St. and Acoma-Shadow Mtn N,93.0,Shadow Mountain,2021
2021-01-30,N - Deem Hills - East - 39th Ave TH,191.0,Deem Hills,2021
2021-01-30,N - Deem Hills - West - 51st Ave TH,240.0,Deem Hills,2021
2021-01-30,N - Lookout Mountain - 306 - North Side TH,633.0,Lookout Mountain,2021
2021-01-30,N - North Mountain - 44-Tower Road,1672.0,North Mountain Shaw Butte,2021
2021-01-30,South Mountain- Desert Classic Trail,478.0,South Mountain,2021
2021-01-30,South Mountain-620 Trailhead,,South Mountain,2021
2021-01-30,South Mountain-Hau'Pal,242.0,South Mountain,2021
2021-01-30,South Mountain-Holbert Trail,266.0,South Mountain,2021
2021-01-30,South Mountain-Judith Tunell Trail,56.0,South Mountain,2021
2021-01-30,South Mountain-Kiwanis Trail ,265.0,South Mountain,2021
2021-01-30,South Mountain-Ma-Ha-Tuak Perimeter,93.0,South Mountain,2021
2021-01-30,South Mountain-Mormon Trail,942.0,South Mountain,2021
