Date,Site,Count
5/5/2022,E - Papago - 5K Fitness,81
5/5/2022,E - Papago - Archery,79
5/5/2022,E - Papago - Hole In The Rock,575
5/5/2022,E - PMP - 32nd St. Trailhead,188
5/5/2022,E - PMP - 40th St. Trailhead - East Access,156
5/5/2022,E - PMP - 40th St. Trailhead - Wash - West Access,170
5/5/2022,E - PMP - Piestewa Summit Trail,893
5/5/2022,E - PMP - Trail 1032,42
5/5/2022,E - PMP - Trail 1136,151
5/5/2022,E - PMP - Trail8B - 7000 N. 36th,43
5/5/2022,N - 25th St. and Acoma-Shadow Mtn N,34
5/5/2022,N - 7th Ave - Peoria-Mtn. View Park Access,94
5/5/2022,N - Apache Wash Replacement,144
5/5/2022,N - Carefree Bridge - Cave Creek Wash,
5/5/2022,N - Deem Hills - East - 39th Ave TH,44
5/5/2022,N - Deem Hills - West - 51st Ave TH,52
5/5/2022,N - Desert Hills - North - Ocotillo Trail,43
5/5/2022,N - Desert Hills - South - Sidewinder Trail,89
5/5/2022,N - Desert Vista TH - Hawk,87
5/5/2022,N - Lookout Mountain - 306 - North Side TH,247
5/5/2022,N - NMVC,119
5/5/2022,N - North Mountain - 44-Tower Road,563
5/5/2022,N - Shaw Butte TH,63
5/5/2022,N -15th Ave - Yucca-Shaw Butte SW,24
5/5/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,131
5/5/2022,RIO SALADO 2875 S. 7th Street SE,30
5/5/2022,RIO SALADO 3201 S. 16th Street SE,43
5/5/2022,RIO SALADO 3212 S. 7th Avenue SW,18
5/5/2022,RIO-7th Avenue NE,19
5/5/2022,South Mountain- Desert Classic Trail,136
5/5/2022,South Mountain-Bursera Trailhead,124
5/5/2022,South Mountain-Hau'pal Loop,183
5/5/2022,South Mountain-Holbert Trail,35
5/5/2022,South Mountain-Judith Tunell Trail,2
5/5/2022,South Mountain-Kiwanis Trail ,44
5/5/2022,South Mountain-Ma-Ha-Tuak Perimeter,35
5/5/2022,South Mountain-Mormon Trail,93
5/5/2022,South Mountain-Pima Canyon Loop,205
5/5/2022,South Mountain-Pima Dirt Rd. ,511
5/5/2022,South Mountain-Telegraph Pass Trail,155
5/6/2022,E - Camelback - Cholla Trail ,
5/6/2022,E - Camelback - Echo Canyon Trail,948
5/6/2022,E - Dreamy Draw Park - Trail 105,
5/6/2022,E - Papago - 5K Fitness,105
5/6/2022,E - Papago - Archery,63
5/6/2022,E - Papago - Hole In The Rock,725
5/6/2022,E - PMP - 32nd St. Trailhead,164
5/6/2022,E - PMP - 40th St. Trailhead - East Access,174
5/6/2022,E - PMP - 40th St. Trailhead - Wash - West Access,136
5/6/2022,E - PMP - Piestewa Summit Trail,810
5/6/2022,E - PMP - Trail 1240,39
5/6/2022,E - PMP - Trail 1344,135
5/6/2022,E - PMP - Trail8B - 7000 N. 36th,34
5/6/2022,N - 25th St. and Acoma-Shadow Mtn N,24
5/6/2022,N - 7th Ave - Peoria-Mtn. View Park Access,88
5/6/2022,N - Apache Wash Replacement,181
5/6/2022,N - Carefree Bridge - Cave Creek Wash,
5/6/2022,N - Deem Hills - East - 39th Ave TH,35
5/6/2022,N - Deem Hills - West - 51st Ave TH,60
5/6/2022,N - Desert Hills - North - Ocotillo Trail,50
5/6/2022,N - Desert Hills - South - Sidewinder Trail,75
5/6/2022,N - Desert Vista TH - Hawk,67
5/6/2022,N - Lookout Mountain - 306 - North Side TH,254
5/6/2022,N - NMVC,112
5/6/2022,N - North Mountain - 44-Tower Road,500
5/6/2022,N - Shaw Butte TH,53
5/6/2022,N -15th Ave - Yucca-Shaw Butte SW,22
5/6/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,125
5/6/2022,RIO SALADO 2875 S. 7th Street SE,27
5/6/2022,RIO SALADO 3201 S. 16th Street SE,62
5/6/2022,RIO SALADO 3212 S. 7th Avenue SW,15
5/6/2022,RIO-7th Avenue NE,18
5/6/2022,South Mountain- Desert Classic Trail,86
5/6/2022,South Mountain-Bursera Trailhead,113
5/6/2022,South Mountain-Hau'pal Loop,163
5/6/2022,South Mountain-Holbert Trail,38
5/6/2022,South Mountain-Judith Tunell Trail,14
5/6/2022,South Mountain-Kiwanis Trail ,22
5/6/2022,South Mountain-Ma-Ha-Tuak Perimeter,26
5/6/2022,South Mountain-Mormon Trail,120
5/6/2022,South Mountain-Pima Canyon Loop,224
5/6/2022,South Mountain-Pima Dirt Rd. ,457
5/6/2022,South Mountain-Telegraph Pass Trail,140
5/7/2022,E - Camelback - Cholla Trail ,
5/7/2022,E - Camelback - Echo Canyon Trail,860
5/7/2022,E - Dreamy Draw Park - Trail 106,
5/7/2022,E - Papago - 5K Fitness,140
5/7/2022,E - Papago - Archery,110
5/7/2022,E - Papago - Hole In The Rock,833
5/7/2022,E - PMP - 32nd St. Trailhead,272
5/7/2022,E - PMP - 40th St. Trailhead - East Access,216
5/7/2022,E - PMP - 40th St. Trailhead - Wash - West Access,168
5/7/2022,E - PMP - Piestewa Summit Trail,1170
5/7/2022,E - PMP - Trail 1448,93
5/7/2022,E - PMP - Trail 1552,200
5/7/2022,E - PMP - Trail8B - 7000 N. 36th,74
5/7/2022,N - 25th St. and Acoma-Shadow Mtn N,84
5/7/2022,N - 7th Ave - Peoria-Mtn. View Park Access,117
5/7/2022,N - Apache Wash Replacement,346
5/7/2022,N - Carefree Bridge - Cave Creek Wash,
5/7/2022,N - Deem Hills - East - 39th Ave TH,71
5/7/2022,N - Deem Hills - West - 51st Ave TH,96
5/7/2022,N - Desert Hills - North - Ocotillo Trail,57
5/7/2022,N - Desert Hills - South - Sidewinder Trail,116
5/7/2022,N - Desert Vista TH - Hawk,137
5/7/2022,N - Lookout Mountain - 306 - North Side TH,270
5/7/2022,N - NMVC,219
5/7/2022,N - North Mountain - 44-Tower Road,660
5/7/2022,N - Shaw Butte TH,100
5/7/2022,N -15th Ave - Yucca-Shaw Butte SW,30
5/7/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,65
5/7/2022,RIO SALADO 2875 S. 7th Street SE,44
5/7/2022,RIO SALADO 3201 S. 16th Street SE,87
5/7/2022,RIO SALADO 3212 S. 7th Avenue SW,11
5/7/2022,RIO-7th Avenue NE,13
5/7/2022,South Mountain- Desert Classic Trail,163
5/7/2022,South Mountain-Bursera Trailhead,230
5/7/2022,South Mountain-Hau'pal Loop,191
5/7/2022,South Mountain-Holbert Trail,80
5/7/2022,South Mountain-Judith Tunell Trail,6
5/7/2022,South Mountain-Kiwanis Trail ,99
5/7/2022,South Mountain-Ma-Ha-Tuak Perimeter,82
5/7/2022,South Mountain-Mormon Trail,190
5/7/2022,South Mountain-Pima Canyon Loop,333
5/7/2022,South Mountain-Pima Dirt Rd. ,675
5/7/2022,South Mountain-Telegraph Pass Trail,222
5/8/2022,E - Camelback - Cholla Trail ,
5/8/2022,E - Camelback - Echo Canyon Trail,755
5/8/2022,E - Dreamy Draw Park - Trail 107,
5/8/2022,E - Papago - 5K Fitness,154
5/8/2022,E - Papago - Archery,82
5/8/2022,E - Papago - Hole In The Rock,1024
5/8/2022,E - PMP - 32nd St. Trailhead,226
5/8/2022,E - PMP - 40th St. Trailhead - East Access,186
5/8/2022,E - PMP - 40th St. Trailhead - Wash - West Access,153
5/8/2022,E - PMP - Piestewa Summit Trail,986
5/8/2022,E - PMP - Trail 1656,87
5/8/2022,E - PMP - Trail 1760,222
5/8/2022,E - PMP - Trail8B - 7000 N. 36th,65
5/8/2022,N - 25th St. and Acoma-Shadow Mtn N,38
5/8/2022,N - 7th Ave - Peoria-Mtn. View Park Access,128
5/8/2022,N - Apache Wash Replacement,369
5/8/2022,N - Carefree Bridge - Cave Creek Wash,
5/8/2022,N - Deem Hills - East - 39th Ave TH,49
5/8/2022,N - Deem Hills - West - 51st Ave TH,106
5/8/2022,N - Desert Hills - North - Ocotillo Trail,59
5/8/2022,N - Desert Hills - South - Sidewinder Trail,99
5/8/2022,N - Desert Vista TH - Hawk,134
5/8/2022,N - Lookout Mountain - 306 - North Side TH,361
5/8/2022,N - NMVC,214
5/8/2022,N - North Mountain - 44-Tower Road,623
5/8/2022,N - Shaw Butte TH,58
5/8/2022,N -15th Ave - Yucca-Shaw Butte SW,31
5/8/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,72
5/8/2022,RIO SALADO 2875 S. 7th Street SE,40
5/8/2022,RIO SALADO 3201 S. 16th Street SE,117
5/8/2022,RIO SALADO 3212 S. 7th Avenue SW,20
5/8/2022,RIO-7th Avenue NE,14
5/8/2022,South Mountain- Desert Classic Trail,103
5/8/2022,South Mountain-Bursera Trailhead,210
5/8/2022,South Mountain-Hau'pal Loop,191
5/8/2022,South Mountain-Holbert Trail,65
5/8/2022,South Mountain-Judith Tunell Trail,1
5/8/2022,South Mountain-Kiwanis Trail ,92
5/8/2022,South Mountain-Ma-Ha-Tuak Perimeter,47
5/8/2022,South Mountain-Mormon Trail,194
5/8/2022,South Mountain-Pima Canyon Loop,316
5/8/2022,South Mountain-Pima Dirt Rd. ,694
5/8/2022,South Mountain-Telegraph Pass Trail,240
5/9/2022,E - Camelback - Cholla Trail ,
5/9/2022,E - Camelback - Echo Canyon Trail,638
5/9/2022,E - Dreamy Draw Park - Trail 108,
5/9/2022,E - Papago - 5K Fitness,119
5/9/2022,E - Papago - Archery,34
5/9/2022,E - Papago - Hole In The Rock,781
5/9/2022,E - PMP - 32nd St. Trailhead,163
5/9/2022,E - PMP - 40th St. Trailhead - East Access,149
5/9/2022,E - PMP - 40th St. Trailhead - Wash - West Access,127
5/9/2022,E - PMP - Piestewa Summit Trail,903
5/9/2022,E - PMP - Trail 1864,51
5/9/2022,E - PMP - Trail 1968,150
5/9/2022,E - PMP - Trail8B - 7000 N. 36th,48
5/9/2022,N - 25th St. and Acoma-Shadow Mtn N,27
5/9/2022,N - 7th Ave - Peoria-Mtn. View Park Access,149
5/9/2022,N - Apache Wash Replacement,177
5/9/2022,N - Carefree Bridge - Cave Creek Wash,
5/9/2022,N - Deem Hills - East - 39th Ave TH,47
5/9/2022,N - Deem Hills - West - 51st Ave TH,63
5/9/2022,N - Desert Hills - North - Ocotillo Trail,39
5/9/2022,N - Desert Hills - South - Sidewinder Trail,86
5/9/2022,N - Desert Vista TH - Hawk,81
5/9/2022,N - Lookout Mountain - 306 - North Side TH,236
5/9/2022,N - NMVC,114
5/9/2022,N - North Mountain - 44-Tower Road,612
5/9/2022,N - Shaw Butte TH,53
5/9/2022,N -15th Ave - Yucca-Shaw Butte SW,25
5/9/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,80
5/9/2022,RIO SALADO 2875 S. 7th Street SE,22
5/9/2022,RIO SALADO 3201 S. 16th Street SE,62
5/9/2022,RIO SALADO 3212 S. 7th Avenue SW,19
5/9/2022,RIO-7th Avenue NE,17
5/9/2022,South Mountain- Desert Classic Trail,63
5/9/2022,South Mountain-Bursera Trailhead,130
5/9/2022,South Mountain-Hau'pal Loop,164
5/9/2022,South Mountain-Holbert Trail,22
5/9/2022,South Mountain-Judith Tunell Trail,10
5/9/2022,South Mountain-Kiwanis Trail ,32
5/9/2022,South Mountain-Ma-Ha-Tuak Perimeter,49
5/9/2022,South Mountain-Mormon Trail,172
5/9/2022,South Mountain-Pima Canyon Loop,253
5/9/2022,South Mountain-Pima Dirt Rd. ,444
5/9/2022,South Mountain-Telegraph Pass Trail,146
5/10/2022,E - Camelback - Cholla Trail ,
5/10/2022,E - Camelback - Echo Canyon Trail,698
5/10/2022,E - Dreamy Draw Park - Trail 109,
5/10/2022,E - Papago - 5K Fitness,108
5/10/2022,E - Papago - Archery,46
5/10/2022,E - Papago - Hole In The Rock,787
5/10/2022,E - PMP - 32nd St. Trailhead,173
5/10/2022,E - PMP - 40th St. Trailhead - East Access,169
5/10/2022,E - PMP - 40th St. Trailhead - Wash - West Access,152
5/10/2022,E - PMP - Piestewa Summit Trail,827
5/10/2022,E - PMP - Trail 2072,60
5/10/2022,E - PMP - Trail 2176,139
5/10/2022,E - PMP - Trail8B - 7000 N. 36th,38
5/10/2022,N - 25th St. and Acoma-Shadow Mtn N,31
5/10/2022,N - 7th Ave - Peoria-Mtn. View Park Access,140
5/10/2022,N - Apache Wash Replacement,207
5/10/2022,N - Carefree Bridge - Cave Creek Wash,
5/10/2022,N - Deem Hills - East - 39th Ave TH,56
5/10/2022,N - Deem Hills - West - 51st Ave TH,80
5/10/2022,N - Desert Hills - North - Ocotillo Trail,29
5/10/2022,N - Desert Hills - South - Sidewinder Trail,86
5/10/2022,N - Desert Vista TH - Hawk,94
5/10/2022,N - Lookout Mountain - 306 - North Side TH,228
5/10/2022,N - NMVC,114
5/10/2022,N - North Mountain - 44-Tower Road,652
5/10/2022,N - Shaw Butte TH,111
5/10/2022,N -15th Ave - Yucca-Shaw Butte SW,25
5/10/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,90
5/10/2022,RIO SALADO 2875 S. 7th Street SE,29
5/10/2022,RIO SALADO 3201 S. 16th Street SE,45
5/10/2022,RIO SALADO 3212 S. 7th Avenue SW,19
5/10/2022,RIO-7th Avenue NE,14
5/10/2022,South Mountain- Desert Classic Trail,101
5/10/2022,South Mountain-Bursera Trailhead,115
5/10/2022,South Mountain-Hau'pal Loop,152
5/10/2022,South Mountain-Holbert Trail,31
5/10/2022,South Mountain-Judith Tunell Trail,8
5/10/2022,South Mountain-Kiwanis Trail ,35
5/10/2022,South Mountain-Ma-Ha-Tuak Perimeter,58
5/10/2022,South Mountain-Mormon Trail,175
5/10/2022,South Mountain-Pima Canyon Loop,232
5/10/2022,South Mountain-Pima Dirt Rd. ,500
5/10/2022,South Mountain-Telegraph Pass Trail,173
5/11/2022,E - Camelback - Cholla Trail ,
5/11/2022,E - Camelback - Echo Canyon Trail,711
5/11/2022,E - Dreamy Draw Park - Trail 110,
5/11/2022,E - Papago - 5K Fitness,113
5/11/2022,E - Papago - Archery,37
5/11/2022,E - Papago - Hole In The Rock,672
5/11/2022,E - PMP - 32nd St. Trailhead,198
5/11/2022,E - PMP - 40th St. Trailhead - East Access,164
5/11/2022,E - PMP - 40th St. Trailhead - Wash - West Access,156
5/11/2022,E - PMP - Piestewa Summit Trail,949
5/11/2022,E - PMP - Trail 2280,65
5/11/2022,E - PMP - Trail 2384,164
5/11/2022,E - PMP - Trail8B - 7000 N. 36th,48
5/11/2022,N - 25th St. and Acoma-Shadow Mtn N,29
5/11/2022,N - 7th Ave - Peoria-Mtn. View Park Access,160
5/11/2022,N - Apache Wash Replacement,221
5/11/2022,N - Carefree Bridge - Cave Creek Wash,
5/11/2022,N - Deem Hills - East - 39th Ave TH,72
5/11/2022,N - Deem Hills - West - 51st Ave TH,75
5/11/2022,N - Desert Hills - North - Ocotillo Trail,44
5/11/2022,N - Desert Hills - South - Sidewinder Trail,79
5/11/2022,N - Desert Vista TH - Hawk,97
5/11/2022,N - Lookout Mountain - 306 - North Side TH,251
5/11/2022,N - NMVC,149
5/11/2022,N - North Mountain - 44-Tower Road,707
5/11/2022,N - Shaw Butte TH,122
5/11/2022,N -15th Ave - Yucca-Shaw Butte SW,40
5/11/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,127
5/11/2022,RIO SALADO 2875 S. 7th Street SE,31
5/11/2022,RIO SALADO 3201 S. 16th Street SE,37
5/11/2022,RIO SALADO 3212 S. 7th Avenue SW,16
5/11/2022,RIO-7th Avenue NE,28
5/11/2022,South Mountain- Desert Classic Trail,101
5/11/2022,South Mountain-Bursera Trailhead,107
5/11/2022,South Mountain-Hau'pal Loop,163
5/11/2022,South Mountain-Holbert Trail,26
5/11/2022,South Mountain-Judith Tunell Trail,2
5/11/2022,South Mountain-Kiwanis Trail ,31
5/11/2022,South Mountain-Ma-Ha-Tuak Perimeter,59
5/11/2022,South Mountain-Mormon Trail,193
5/11/2022,South Mountain-Pima Canyon Loop,244
5/11/2022,South Mountain-Pima Dirt Rd. ,519
5/11/2022,South Mountain-Telegraph Pass Trail,191
5/12/2022,E - Camelback - Cholla Trail ,
5/12/2022,E - Camelback - Echo Canyon Trail,878
5/12/2022,E - Dreamy Draw Park - Trail 111,
5/12/2022,E - Papago - 5K Fitness,137
5/12/2022,E - Papago - Archery,36
5/12/2022,E - Papago - Hole In The Rock,828
5/12/2022,E - PMP - 32nd St. Trailhead,224
5/12/2022,E - PMP - 40th St. Trailhead - East Access,189
5/12/2022,E - PMP - 40th St. Trailhead - Wash - West Access,182
5/12/2022,E - PMP - Piestewa Summit Trail,988
5/12/2022,E - PMP - Trail 2488,74
5/12/2022,E - PMP - Trail 2592,189
5/12/2022,E - PMP - Trail8B - 7000 N. 36th,56
5/12/2022,N - 25th St. and Acoma-Shadow Mtn N,35
5/12/2022,N - 7th Ave - Peoria-Mtn. View Park Access,138
5/12/2022,N - Apache Wash Replacement,180
5/12/2022,N - Carefree Bridge - Cave Creek Wash,
5/12/2022,N - Deem Hills - East - 39th Ave TH,49
5/12/2022,N - Deem Hills - West - 51st Ave TH,83
5/12/2022,N - Desert Hills - North - Ocotillo Trail,54
5/12/2022,N - Desert Hills - South - Sidewinder Trail,100
5/12/2022,N - Desert Vista TH - Hawk,89
5/12/2022,N - Lookout Mountain - 306 - North Side TH,284
5/12/2022,N - NMVC,160
5/12/2022,N - North Mountain - 44-Tower Road,792
5/12/2022,N - Shaw Butte TH,127
5/12/2022,N -15th Ave - Yucca-Shaw Butte SW,30
5/12/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,128
5/12/2022,RIO SALADO 2875 S. 7th Street SE,31
5/12/2022,RIO SALADO 3201 S. 16th Street SE,261
5/12/2022,RIO SALADO 3212 S. 7th Avenue SW,13
5/12/2022,RIO-7th Avenue NE,29
5/12/2022,South Mountain- Desert Classic Trail,166
5/12/2022,South Mountain-Bursera Trailhead,2015
5/12/2022,South Mountain-Hau'pal Loop,158
5/12/2022,South Mountain-Holbert Trail,49
5/12/2022,South Mountain-Judith Tunell Trail,15
5/12/2022,South Mountain-Kiwanis Trail ,35
5/12/2022,South Mountain-Ma-Ha-Tuak Perimeter,44
5/12/2022,South Mountain-Mormon Trail,255
5/12/2022,South Mountain-Pima Canyon Loop,284
5/12/2022,South Mountain-Pima Dirt Rd. ,576
5/12/2022,South Mountain-Telegraph Pass Trail,205
5/13/2022,E - Camelback - Cholla Trail ,
5/13/2022,E - Camelback - Echo Canyon Trail,1078
5/13/2022,E - Dreamy Draw Park - Trail 112,
5/13/2022,E - Papago - 5K Fitness,139
5/13/2022,E - Papago - Archery,52
5/13/2022,E - Papago - Hole In The Rock,800
5/13/2022,E - PMP - 32nd St. Trailhead,188
5/13/2022,E - PMP - 40th St. Trailhead - East Access,182
5/13/2022,E - PMP - 40th St. Trailhead - Wash - West Access,128
5/13/2022,E - PMP - Piestewa Summit Trail,936
5/13/2022,E - PMP - Trail 2696,45
5/13/2022,E - PMP - Trail 2800,164
5/13/2022,E - PMP - Trail8B - 7000 N. 36th,47
5/13/2022,N - 25th St. and Acoma-Shadow Mtn N,35
5/13/2022,N - 7th Ave - Peoria-Mtn. View Park Access,139
5/13/2022,N - Apache Wash Replacement,176
5/13/2022,N - Carefree Bridge - Cave Creek Wash,
5/13/2022,N - Deem Hills - East - 39th Ave TH,45
5/13/2022,N - Deem Hills - West - 51st Ave TH,58
5/13/2022,N - Desert Hills - North - Ocotillo Trail,30
5/13/2022,N - Desert Hills - South - Sidewinder Trail,76
5/13/2022,N - Desert Vista TH - Hawk,96
5/13/2022,N - Lookout Mountain - 306 - North Side TH,244
5/13/2022,N - NMVC,116
5/13/2022,N - North Mountain - 44-Tower Road,614
5/13/2022,N - Shaw Butte TH,104
5/13/2022,N -15th Ave - Yucca-Shaw Butte SW,40
5/13/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,105
5/13/2022,RIO SALADO 2875 S. 7th Street SE,25
5/13/2022,RIO SALADO 3201 S. 16th Street SE,39
5/13/2022,RIO SALADO 3212 S. 7th Avenue SW,15
5/13/2022,RIO-7th Avenue NE,26
5/13/2022,South Mountain- Desert Classic Trail,120
5/13/2022,South Mountain-Bursera Trailhead,2157
5/13/2022,South Mountain-Hau'pal Loop,127
5/13/2022,South Mountain-Holbert Trail,34
5/13/2022,South Mountain-Judith Tunell Trail,4
5/13/2022,South Mountain-Kiwanis Trail ,16
5/13/2022,South Mountain-Ma-Ha-Tuak Perimeter,25
5/13/2022,South Mountain-Mormon Trail,195
5/13/2022,South Mountain-Pima Canyon Loop,294
5/13/2022,South Mountain-Pima Dirt Rd. ,550
5/13/2022,South Mountain-Telegraph Pass Trail,166
5/14/2022,E - Camelback - Cholla Trail ,
5/14/2022,E - Camelback - Echo Canyon Trail,918
5/14/2022,E - Dreamy Draw Park - Trail 113,
5/14/2022,E - Papago - 5K Fitness,157
5/14/2022,E - Papago - Archery,96
5/14/2022,E - Papago - Hole In The Rock,1014
5/14/2022,E - PMP - 32nd St. Trailhead,236
5/14/2022,E - PMP - 40th St. Trailhead - East Access,178
5/14/2022,E - PMP - 40th St. Trailhead - Wash - West Access,153
5/14/2022,E - PMP - Piestewa Summit Trail,1167
5/14/2022,E - PMP - Trail 2904,62
5/14/2022,E - PMP - Trail 3008,228
5/14/2022,E - PMP - Trail8B - 7000 N. 36th,48
5/14/2022,N - 25th St. and Acoma-Shadow Mtn N,27
5/14/2022,N - 7th Ave - Peoria-Mtn. View Park Access,169
5/14/2022,N - Apache Wash Replacement,368
5/14/2022,N - Carefree Bridge - Cave Creek Wash,
5/14/2022,N - Deem Hills - East - 39th Ave TH,82
5/14/2022,N - Deem Hills - West - 51st Ave TH,95
5/14/2022,N - Desert Hills - North - Ocotillo Trail,30
5/14/2022,N - Desert Hills - South - Sidewinder Trail,77
5/14/2022,N - Desert Vista TH - Hawk,96
5/14/2022,N - Lookout Mountain - 306 - North Side TH,305
5/14/2022,N - NMVC,214
5/14/2022,N - North Mountain - 44-Tower Road,817
5/14/2022,N - Shaw Butte TH,150
5/14/2022,N -15th Ave - Yucca-Shaw Butte SW,50
5/14/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,88
5/14/2022,RIO SALADO 2875 S. 7th Street SE,33
5/14/2022,RIO SALADO 3201 S. 16th Street SE,33
5/14/2022,RIO SALADO 3212 S. 7th Avenue SW,15
5/14/2022,RIO-7th Avenue NE,14
5/14/2022,South Mountain- Desert Classic Trail,214
5/14/2022,South Mountain-Bursera Trailhead,
5/14/2022,South Mountain-Hau'pal Loop,296
5/14/2022,South Mountain-Holbert Trail,89
5/14/2022,South Mountain-Judith Tunell Trail,1
5/14/2022,South Mountain-Kiwanis Trail ,64
5/14/2022,South Mountain-Ma-Ha-Tuak Perimeter,70
5/14/2022,South Mountain-Mormon Trail,315
5/14/2022,South Mountain-Pima Canyon Loop,280
5/14/2022,South Mountain-Pima Dirt Rd. ,668
5/14/2022,South Mountain-Telegraph Pass Trail,205
5/15/2022,E - Camelback - Cholla Trail ,
5/15/2022,E - Camelback - Echo Canyon Trail,739
5/15/2022,E - Dreamy Draw Park - Trail 114,
5/15/2022,E - Papago - 5K Fitness,137
5/15/2022,E - Papago - Archery,93
5/15/2022,E - Papago - Hole In The Rock,794
5/15/2022,E - PMP - 32nd St. Trailhead,196
5/15/2022,E - PMP - 40th St. Trailhead - East Access,176
5/15/2022,E - PMP - 40th St. Trailhead - Wash - West Access,178
5/15/2022,E - PMP - Piestewa Summit Trail,1053
5/15/2022,E - PMP - Trail 3112,53
5/15/2022,E - PMP - Trail 3216,154
5/15/2022,E - PMP - Trail8B - 7000 N. 36th,51
5/15/2022,N - 25th St. and Acoma-Shadow Mtn N,33
5/15/2022,N - 7th Ave - Peoria-Mtn. View Park Access,157
5/15/2022,N - Apache Wash Replacement,311
5/15/2022,N - Carefree Bridge - Cave Creek Wash,
5/15/2022,N - Deem Hills - East - 39th Ave TH,45
5/15/2022,N - Deem Hills - West - 51st Ave TH,62
5/15/2022,N - Desert Hills - North - Ocotillo Trail,50
5/15/2022,N - Desert Hills - South - Sidewinder Trail,109
5/15/2022,N - Desert Vista TH - Hawk,113
5/15/2022,N - Lookout Mountain - 306 - North Side TH,310
5/15/2022,N - NMVC,176
5/15/2022,N - North Mountain - 44-Tower Road,668
5/15/2022,N - Shaw Butte TH,157
5/15/2022,N -15th Ave - Yucca-Shaw Butte SW,15
5/15/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,74
5/15/2022,RIO SALADO 2875 S. 7th Street SE,32
5/15/2022,RIO SALADO 3201 S. 16th Street SE,77
5/15/2022,RIO SALADO 3212 S. 7th Avenue SW,13
5/15/2022,RIO-7th Avenue NE,17
5/15/2022,South Mountain- Desert Classic Trail,154
5/15/2022,South Mountain-Bursera Trailhead,
5/15/2022,South Mountain-Hau'pal Loop,184
5/15/2022,South Mountain-Holbert Trail,84
5/15/2022,South Mountain-Judith Tunell Trail,5
5/15/2022,South Mountain-Kiwanis Trail ,83
5/15/2022,South Mountain-Ma-Ha-Tuak Perimeter,49
5/15/2022,South Mountain-Mormon Trail,236
5/15/2022,South Mountain-Pima Canyon Loop,281
5/15/2022,South Mountain-Pima Dirt Rd. ,600
5/15/2022,South Mountain-Telegraph Pass Trail,189
5/16/2022,E - Camelback - Cholla Trail ,
5/16/2022,E - Camelback - Echo Canyon Trail,467
5/16/2022,E - Dreamy Draw Park - Trail 115,
5/16/2022,E - Papago - 5K Fitness,123
5/16/2022,E - Papago - Archery,52
5/16/2022,E - Papago - Hole In The Rock,605
5/16/2022,E - PMP - 32nd St. Trailhead,168
5/16/2022,E - PMP - 40th St. Trailhead - East Access,111
5/16/2022,E - PMP - 40th St. Trailhead - Wash - West Access,94
5/16/2022,E - PMP - Piestewa Summit Trail,696
5/16/2022,E - PMP - Trail 3320,44
5/16/2022,E - PMP - Trail 3424,97
5/16/2022,E - PMP - Trail8B - 7000 N. 36th,26
5/16/2022,N - 25th St. and Acoma-Shadow Mtn N,21
5/16/2022,N - 7th Ave - Peoria-Mtn. View Park Access,96
5/16/2022,N - Apache Wash Replacement,114
5/16/2022,N - Carefree Bridge - Cave Creek Wash,
5/16/2022,N - Deem Hills - East - 39th Ave TH,43
5/16/2022,N - Deem Hills - West - 51st Ave TH,39
5/16/2022,N - Desert Hills - North - Ocotillo Trail,17
5/16/2022,N - Desert Hills - South - Sidewinder Trail,47
5/16/2022,N - Desert Vista TH - Hawk,46
5/16/2022,N - Lookout Mountain - 306 - North Side TH,152
5/16/2022,N - NMVC,81
5/16/2022,N - North Mountain - 44-Tower Road,588
5/16/2022,N - Shaw Butte TH,59
5/16/2022,N -15th Ave - Yucca-Shaw Butte SW,27
5/16/2022,RIO SALADO 2439 S. Central Avenue NE GATEWAY,121
5/16/2022,RIO SALADO 2875 S. 7th Street SE,22
5/16/2022,RIO SALADO 3201 S. 16th Street SE,30
5/16/2022,RIO SALADO 3212 S. 7th Avenue SW,18
5/16/2022,RIO-7th Avenue NE,18
5/16/2022,South Mountain- Desert Classic Trail,79
5/16/2022,South Mountain-Bursera Trailhead,
5/16/2022,South Mountain-Hau'pal Loop,164
5/16/2022,South Mountain-Holbert Trail,20
5/16/2022,South Mountain-Judith Tunell Trail,0
5/16/2022,South Mountain-Kiwanis Trail ,19
5/16/2022,South Mountain-Ma-Ha-Tuak Perimeter,27
5/16/2022,South Mountain-Mormon Trail,99
5/16/2022,South Mountain-Pima Canyon Loop,156
5/16/2022,South Mountain-Pima Dirt Rd. ,334
5/16/2022,South Mountain-Telegraph Pass Trail,105
5/17/2022,E - Camelback - Cholla Trail ,
5/17/2022,E - Camelback - Echo Canyon Trail,543
5/17/2022,E - Dreamy Draw Park - Trail 116,
5/17/2022,E - Papago - 5K Fitness,106
5/17/2022,E - Papago - Archery,44
5/17/2022,E - Papago - Hole In The Rock,473
